E 1—320 / Events.
ID	NO	TYPE	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	ALLY	ALLY	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
E 289	289		Crs 4	9 June 1789	9 June 1789		"On Yucatan’s request, Superintendent requires Magistracy and Courts to be dissolved"	Old	Sp Commissary Juan Bautista Gaul	Col Despard / Thomas Potts and Magistrates							annulled and extinguished Magistracy so courts are shut up = anarchy and confusion		"CO 123/6 [19 Apr 1788]
CO 123/7 [19 Aug 1789]
CO 123/8 [10 Jul 1789]
FO Spain 72/15 [30 May 1789]
MEXICO,3108 [L. Gálvez a A. Valdés, Mérida a 8 oct 1789]
CO 137/86 [1, 20 Dec 1786]
CO 123/11 [Jun 1789]"	"Burdon I p171—4
Calderon 360 no 5"	"1786, December 1st. Superintendent Despard, Honduras, to Gov. Clarke. ... wishes to know whether ""the present Government which subsists here"" is contrary to the Treaty of 1783. The six Magistrates have recently placed a duty on all shippiing without making a distinction between British and American vessels. ""I shall be glad to know how far I am justifiable in suffering this intercourse"" (with the US). /via Burdon 1 p159 /CO 137/86

1786, December 20th. Superintendent Despard to Lord Sydney. ... 'The same spirit which opposed the supreme executive authority of Great Britain in the case of the last convicts [of ship Mercury or ship Fair American, both sent by Mr. Moore of London] that were sent here still rules in Honduras and will continue to do so until the present democratick form of Government be superseded."" He asks to be ""invested with a compulsory power to restrain effectually the Wood-cutters from committing similar excesses in future."" /via Burdon 1 p159 /CO 123/5

En la boca del mismo Walix, residía un Cuerpo de 9 Magistrados, erigido por propia autoridad de los habitantes, en grande repugnancia del Superintendente, y sin conocimiento de su Soberano, ejerciendo jurisdicción sobre todos los establecimientos bajo del régimen de juntarse de tiempo en tiempo, para resolver los casos de justicia que ocurrían, y tratar de negocios de política: y siendo todo sistema de gobierno en aquel paraje directamente contrario al artículo 7.º de la Convención celebrada en 1786, requirió D. Juan Bautista Gual al SuperintendentE a fin de que aboliese y extinguiera el indicado Cuerpo; y aunque este Jefe se vio en perplejidad, según lo manifestó al referido Oficial para dar un paso tan grave como repugnante a un pueblo que no le tributaba el mayo resepto; fueron por último suficientes las eficaces y fundadas insinuaciones de D. Bautista Gual para esforzarle a que diese noticia a los infractores de su requerimiento, cuya diligencia produjo el efecto de la abolición y extinción pedida, ... /via Calderon 360 /MEXICO,3108

1789, August 19th. Richard Hoare to Robert White. Accuses Col. Despard of communicating information concerning the Settlement to the Spaniards in order to procure their help in his constitutional conflict with the Baymen; and blames him for the provisions question ever having been raised, since he asked the Spanish officer for permission to make provision grounds. Concludes, ""Indeed, the manner we have lived with the Spaniards since the last settlement is too degrading for an Englishman to suffer."" /via Burdon 1 p176 /CO 123/7"	
E 290	290	O		10 June 1789	10 June 1789	Col Despard’s Plan of Police	"On dissolution of Magistracy and Courts, Col Despard is prompted to and does propose a new constitution of government, styled Plan of Police, itself made null and void 25 Nov 1789"	Old		Col Despard									"CO 123/11 [Jun 1789]
CO 123/8 [10, 15 Jun 1789]
CO 123/12 [25 Nov 1789]"	Burdon 1 p172	"1789, June 10th. Plan of Police, by E. M. Despard. Police to consist of the Superintendent together with a Committee of 15 elected annually by the inhabitants, Superintendent to have power to summon or dismiss the Committee, but must call it every six months or oftener if required by a majority of the inhabitants. He may negative all its proceedings, he is to execute any Regulations made by it, to appoint all officials and judges and to remove the latter on the application of the Committee. He may remit penalties in the Courts. He is to have control of all expenditure. In event of war he will be Commander in Chief. The inhabitants if willing to accept are to subscribe to the Plan and promise obedience and assistance. On the arrival of any system of regulation from Great Britain it [this Plan] will become null and void. /via Burdon 1 /CO 123/8

Despard Plan of Police approved by 130 inhabitants; and condemned by 24 principal settlers, on 15 Jun 1789 /via Burdon 1 p173 /CO 123/8

1789. Petition by Settlers against Despard's Constitution. Contending that it was nto right for a small body, the Superintendent and fifteen other to have power to repeal or abrogate laws and regulations sanctioned by the whole Community: that all appropriations of money should remain to the people and not the Superintendent. ""Englishmen can never brook the despotic government of an individual. We have tasted the sweets of liberty and hitherto have never forfeited our right and title to that valuable blessing ... "" /via Burdon 1 p174 /CO 123/8

1789, November 25h. Advertisement. HM Superintendent ... publickly declares that he considers the present [Despard's] System of Police and all offices held under that Police to be from this Moment and henceforth forever annulled extinct and void. King's House, 25th November 1789. E. M. Despard. 4 O'Clock in the afternoon. /via Burdon 1 p181 /CO 123/12"	
E 291	291		Crs 4	1 August 1789			xxx										compromise reached		xxx			
E 292	292	O		10 November 1789	10 November 1789	Suspension of Col. Despard	"Sec of State Grenville suspends Col Despard in favour of Lt. Col Hunter of 60th Regiment [in Jam?], later confirmed permanent on 4 Oct 1791"	"Old, London"		Sec Grenville / Gov of Jam Lord Effingham / Col Despard / Col Peter Hunter									"CO 132/8 [16 Oct, 10 Nov 1789]
CO 123/13 [4 Oct 1791]"	Burdon 1 p178	"1789, October 16th. Sec of State Grenville to Col. Hunter. Directs that on his arrival in the Bay he is to act as Superintendent until the restoration of Despard. He is to be under the direction of Lord Effingham but to write home too. He is to declare Despard's Plan of Police null and void and to consider the old system standing where it did in May last. He is to ""learn the sentiments of the settlers"" but ""to keep in view the essential object of providing by such regulations for the due observance of the Convention [of London, 1786] by restraining HM Subjects within the Limits assigned to Them and by preventing them from engaging in any branch of commerce or Manufacture excepting only the Trade in Woods."" /via Burdon 1 p179 /CO 123/8

1789, November 10th. Sec of State Grenville to Despard. Suspending him ... it is difficult to explain ""the irregularity of the whole of those [Sp Commissary visits] proceedings"" with the Spanish Commissary. The sole purpose of the visits by Spanish Officers is to see that no forts are erected by the Settlers, and the British commissaries accompany them to see that this purpose is fulfilled. The giving HM sanction and authority to the destruction of the Plantations by the Spanish Commissary was ""an act highly exceptionable."" Gual should have reported finding them to his superiors, as their status was doubtful and Spain has since given her consent to such cultivation. Similarly Gual should have been permitted to report the finding of the system of Magistrates to his superiors. Despard knew that the introduciton of a Plan of Police was under consideration in England. Even if Gual had been right in making the complaint and Despard had been authorised to abolish the Courts it would have been wrong to do so since the Settlement could not subsist without them and he himself proceeded to set up an alternative system ""equally liable to the objection by which you declared the former to be illegal."" /via Burdon 1 p180 /CO 123/8

1791, October 4th. Sec Dundas, Whitehall, to Col Despard. ... You were informed by Lord Grenville at the time of your suspension of the impression which HM Servants had received of your conduct from the Papers then before them. That impression not being done away ... I have only now to inform you that HM does not conceive it will be for the advantage of His Service to reinstate you ... /via Burdon 1 p195 /CO 123/13"	
E 293	293			1 January 1790	30 December 1790		Indians raid Settlement	New											"MEXICO,3023 [L. Gálvez a C. Alange, Mérida a 8 nov 1790]"	Calderon 376	"EXTRACTO DEL DIARIO DE TOMAS GRAHAM EN BELICE, DE 22 A 29-9-790. ... The Settlers have been in the habit of calling their people together at one time or  other in every year and many of them from different pars of the District are upon the Banks of the Belize at present. These Settlers at their own discretion order their negroes to either point of that River's Mouth, to Haul-over, or to any place in the limits assigned for their use by the treaty of Peace of 1783 and Convention of 1786. When danger has been apprehended either from an Insurrection among the slaves, or from any attack of the wild Indians (as happened last year [1789] in the New River) it has been usual for the inhabitants to carry such arms as they have, so long as the danger existed. This is a privilege absolutely necessary, that has been often exercised and well known to His Catholic Majesty's Subjects in this Province, ... /via Calderon 376 /MEXICO,3023"	
E 294	294	O		12 April 1790	12 April 1790	Restoration of Burnaby’s Code	Col Hunter restores ancient constitution	Old		Col Peter Hunter									"Hon Alm 1828
CO 123/9 [12 Apr 1790]"	Burdon 1 p184		
E 295	295		Crs 4	1 August 1790			Superintendent orders provisions to allay scarcity	xxx									"Hunter orders Prov for c 2,000 inhabitants for 6 weeks"	New-York Daily Gazette 586 p1078				
E 296	296	O		22 October 1790	22 October 1790	Hon Census	First census published or reported	Old											"CO 123/9
MEXICO,3023 [L. Gálvez a C. Alange, Mérida a 8 sep 1790]"	Calderon 364 no 13	"RAFAEL LLOBET A E. M. DESPARD, EN PIRAGUE DE LA ENCARCACION A LA BOCA DEL RIO WALIX, EN 26-1-1790. ""... me es absolutamente necesario suplicar a V. S. se sirva tener la bondad de facilitarme una Relación firmada por V. S del nombre de los pretendients [para terrenos para huertas, conforme a las órdenes e instrucciones que al efecto ha impuesto el Sr. Gobernador y Capitán General de la Provincia de Yucatán], número de sus familias, y dependientes para que con conocimiento de las obligaciones de cada uno, determine yo lo conveniente. /via Calderon 364 /MEXICO,3023 [L. Gálvez a C. Alange, Mérida a 8 sep 1790]"	
E 297	297		Crs 4	1 April 1791	30 May 1791		Spanish commissary destroys all cultivated spots and catched turtles of Settlement	Old	D. Rafael Llobet [Sp Commissioner]							Sp commissary destroyed all cultivated spots [plantain walks] / arrested all turtle fishers / [likely seized all turtles]			xxx			
E 298	298	O		11 October 1791	11 October 1791	Magistrates or Pub Mtg forbid obeah	Imposing death sentence thereon	Old											Laws 1765–1810 [11 Oct 1791]	Burdon 1 p195	"In order to prevent the many mischiefs that may hereafter arise form the wicked art of Negroes going under the appellation of Obeah Men and Women, pretending to have communication with the Devil and other evil Spirits, whereby the weak and superstitious are deluded into a Belief of their having full power to exempt them whilst under their protection from any Evils that might otherwise happen; It is hereby RESOLVED that any free person of Colour or Slave, who shall hereafter pretend to any supernatural Power in order to affect the Health or Lives of others, or extorting Money or Effects under false pretences, or any way compassing the Life of any person by such means, or otherwise advising aiding or abeting any Slave or Slaves to depart their Masters Service, or shall harbour any runaway Slaves, or promote the purposes of Rebellion, shall upon conviction thereof, suffer Death or such other punishment as the Magistrates and Jury shall think proper to direct. /via Burdon 1 p195 /Laws 1765–1810"	
E 299	299	O		31 August 1792	31 August 1792	Yarborough Grant	"James D. Yarborough, Esq., on request of Magistrates, grants portion of his lands for a new burial ground for Hon"	Old		James D. Yarborough									"GCF [31 Aug 1791, 31 Aug 1792]"	"Burdon 1 p194, 200"	"1791, August 31st. Quarterly Court with Grand Jury. Reprobation by Grand Jury of the indecent appearance of the Public Burial Ground and recommendation for obtaning from Captain Yarborough part of his plantation for a Public Burial Ground with provision of space for those not entitled to Church Rites. /via Burdon 1 p194 /GCF

1792, August 31st. Quarterly Court. ... recommended immediate opening of a new burial ground presented to the pubic by ames D. Yarborough Esq., and the closing of the old place of interment. /via Burdon 1 p200 /GCF"	
E 300	300		Nat 3	1 November 1792	30 November 1792		Flooding at Belize Town	Old				many Neg perished				nearly all stock destroyed / Mah loss = c 2 million ft	river [Old likely] rising > 70 ft / inhabitants quit houses / reside on flats sev days	"The Times 2530 p3
True Briton (1793) 42 p4"				
E 301	301		Hos 11	1 November 1793	30 November 1793		"Indians raid Settlement, after which Baymen engage"	xxx	party of Indians	70 Baymen		1 inhabitant shot / later 4 Maya killed						Whitehall Evening Post (1770) 7135 p1				
E 302	302	O		5 September 1794	5 September 1794	High Constable appointed	"Likely first non-military, remunerated police force office, appointed to remove nuisances [from Belize Town] and report offenders, at salary = J £15 per quarter"	Old											"MMA 1 [28 Aug, 5 Sep 1794]"	Burdon 1 p211		
