Series E 0—548 / Events.
ID	NO	LOSSY	ASSAULT	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	PRESS	CF	VIA	NOTE	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	
E 		0	0		20 Feb 1867	30 Dec 1869	Confederate arrivals	Emigrants from Confederacy in US settle	"Belize T, New Orleans"		Lt Gov John Gardiner Austin			R 96 [20 Feb 1867]	Burdon 3 281	"See D. C. Simmons, Confederate Settlements in British Honduras [McFarland & Co Inc, 2001] / See 2 Feb 1866 description of Hon in Times-Picayune sn p11 = 21 Mar 1866 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1224D88D0BE91A50%402402682-1224821B0EAC5518%4010 / 26 Jul 1866 letter in Times-Picayune sn p2 = 23 Aug 1866 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1225CB2571C5AF18%402402837-122485D39D624EF0%401-123ADC46ED0DE9D2%40Letter%2BFrom%2BHonduras.%2BThe%2BOther%2BSide--Sugar%2BPlanting%2Bin%2BHonduras / 8 Sep 1867 letter in Times-Picayune sn p2 = 15 Sep 1867 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1226344D0B56E888%402403225-122487C26BF49810%401-124FA8B15A2B4055%40Letter%2Bfrom%2BBelize%252C%2BHonduras / See Ad. Anac. account in Times-Picayune sn p6 = 1 Dec 1867 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-12263579A8151BC0%402403302-122487D17B582380%405-124FA8FA67B250E1%40Our%2BTrip%2BTo%2BBelize%252C%2BHonduras / 20 Dec 1867 letter in Times-Picayune sn p1 = 31 Jan 1868 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-12261DF3ABABBBB8%402403363-12249170541A9F28%400-12548FE90871093D%40British%2BHonduras

20 Feb 1867 Putman, Cary to Lt Gov. Propose colony of Southern Americans between Monkey and Deep Rivers ... /v Burdon 3 281 /R 96

17 Mar 1867 Toledo, Young & Co offering gratuitously 100 acres to male adults from Southern US for farming /v Burdon 3 284 /R 92

11 Apr 1867 SS General Sherman arrives at Belize to investigate establishing steam line between New Orleans and Belize to facilitate immigration of Louisiana planter; influential inhabitants in favour of such immigration /R 98 

16 Apr 1867 Lt Gov reports emigration from Louisiana now assuming considerable proportions /R 98 / 8 Jul 1867 Lt Gov expects many thousans immigrants in next few months; is trying to get cottages built for them at vars places /R 98

30 Nov 1867 P. G. Robert, priest of Virginia Episcopal Church, reports cable — ""Havana—October 25—Advices from Honduras, October 20th, state that Governor Austin has been removed on account of illegal partiality shown to emigrants from the Southern States in givin them Crown lands. All the grants made by him have been demanded by the British Government and James Longden appointed his successor as Governor."" /v Burdon 2 297 /R 96

11 Jan 1868 Lt Gov reports further 113 immigrants from New Orleans. Young, Toledo & Co est. private immigration agency at New Orleans /R 98

27 Mar 1868 Petition of 66 Americans on sea coast between Moho and Rio Grande, with 45 Spanish labourers and their women and children; pray for Magistrate and Police /v Burdon 3 302 /R 97

7 May 1868 Lt Gov reports continued Confederate arrivals; many previous arrivals proceeded to Sp Hon; 70 Americans settle Toledo on Young, Toledo & Co lands /R 98

27 May 1868 Putnam Immigration Assn Ltd request 1 yr extension to settle 50 families at Icacos granted by Gov Austin /R 98 / 30 Jul 1869 Icacos Grant resumed by Crown; Putnam Immigration Scheme fell through for want of Capital /v Burdon 3 315 /R 98

19 Jun 1868 Lt Gov reports many US immigrants disappointed, went to Sp Hon or returned to US; number remaining far short of 500 /v Burdon 3 306 /R 98"							
E 		0	0		9 May 1867	17 May 1867	Medina embassy	"Santa Cruz send Capt Medina and retinue of 15 Indians to establish friendly relations with Hon, and are received by Capt Carmichael"	Corozal T		Capt Medina 15 men	Capt John Carmichael		Ass 1867 [8 May 1867]	Burdon 3 288	"8 May 1867 Lt Gov reports Chinese had deserted British Honduras Co camps in New R to Yuc; is attempting to establish friendly relations with Santa Cruz /v Burdon 3 288 /Ass 1867 

17 May 1867 Lt Gov reports Chinese desertion occurred in 1866; Capt Medina, representing Santa Cruz, with retinue of c 15 Indians visit Mr. Carmichael at Corozal for sev days to establish friendly relations; reports almost universal condemnation of policy pursued towards Indians [of est friendly relations] /R 98

14 Aug 1867 Lt Gov. Reports relations with Santa Cruz and Locha confined to trade /v Burdon 3 294 /R 98

15 Nov 1867 Capt John Carmichael reports visit to Santa Cruz and Bacalar; was very favourably impressed with Principal Chiefs; was asked whether English would take over Santa Cruz territory if Indians laid down arms and became Subjects. /v Burdon 3 296 /R 93 / 28 Nov 1867 Lt Gov forwards letter fm Santa Cruz Chiefs to Carmichael, dated 30 Oct 1867; it warns against attacks by Icaiche Indians, promises defensive help, promises to deliver Icaiche Chief Marcus Canul in case of capture, and gives fighting men as 5,000 and populaiton as 25,000 /v Burdon 3 297 /R 98"							
		0	0		1 Jun 1867	8 Jul 1867	Turneffe treasure	"Two American adventurers search for hidden treasure on Turneffe, and reportedly find it, possibly marking first treasure seeking expedition"	Turneffe				British Honduras Colonist and Belize Advertiser I 3 p3 = 27 Jul 1867	R 96 [6 Jul 1867]	Burdon 3 291	"6 Jul 1867 Cockburn to Lt Gov. Reports arrival of 2 Americans; no success gained; returned to US for funding, locals who had advancd money on venture not being prepared to risk more; asks authorisation to reconnoitre Turneffe for treasure /R 96 / It is said treasure found on Turneffe 20 or 30 years later and taken away. Hole dug is still to be seen. As late as 1906 or 1907 fruitless treasure seeking expedition made to Half Moon Caye. Have been many such ventures. /Burdon 3 291 n1"							
		0	0		5 Jun 1867	5 Jun 1867	Steamship route	"House of Assembly votes $100 subsidy per trip for 6 months to Mr Duval for running steamboat from Belize T to junction of Mopan and Macal Rivers, possibly marking first non-mercantile public transportation route"	Belize T		Mr Duval		British Honduras Colonist and Belize Advertiser I 1 p3 = 20 Jul 1867	Ass 1867 [5 Jun 1867]	Burdon 3 289	"10 Mar 1868 ""Act for the encouragement of Mr Duval in making the river Belize navigable for steam boats and placing steam boats thereon"" disallowed by HM /v Burdon 3 301 /R 98

Possibly see British Honduras Colonist and Belize Advertiser I 10 p3 = 21 Sep 1867 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A144E2F2B413E316A%40WHNPLAN2-144F89898B63C968%402403231-144F786573A125D8%400

BELIZE, June 8, 1867. The House of Assy, with the consent of the Lt Gov, have granted the exclusive use and navigation of the Belize R, for a term of years, to a gentleman named Duval; and further, they have given him a subsidy, or bonus of $100 for each trip he makes, with a new steamer fm this town to the branch of the Belize R, where he has bought or secured large tracts of lands and intends making a large town. He has fully examined the whole of that neighbourhood, and reports it to be a most desirable land for a town—no flies—no insects—a delightful dry climate, at least ten degrees cooler than it is in Belize an don the seacoast; as the land is high, this is most likely the case. Then, in that vicinity coffee grows most luxuriously. /Times-Picayune XXXI 122 p2 = 15 Jun 1867

BELIZE, Oct. 3, 1867. Mr. Duval's steamboat (!) for Belize R, is a complete failure. She made nine miles in three days, and was then hauled back to town. The engines is not large enough to drive a fair corn mill, certainly not a scow against a strong current. This failure has been a source of much annoyance to our people, and adds another link of distrust in us by I-told-you-so Englishmen. /Times-Picayune XXXI 227 p2 = 16 Oct 1867"							
		0	0		2 Jul 1867	17 Oct 1867	Assembly falls apart	"Ill state of affairs in House of Assembly regarding political constitution, war expenditure, desertion of members, and apathy or absenteeism of members"	Belize T					R 98 [2 Jul 1867]	Burdon 3 290	"2 Jul 1867 Lt Gov reports bill introduced by elective member of House for great constitutional changes; one section of House proposes increase of nominated members by 5 and decrease of elective ones by 5, with casting vote to Lt Gov; other section desire to abolish all elective element; opines Colony at rpesent requires strong responsible Governemnt. /R 98

10 Aug 1867 Lt Gov to Sec of State. ""However well adapted the present constitution might have been to the circumstances of the Colony when Belize [T] was to al intents and purposes, British Honduras,—when agricultural pursuits were unknown, when all was one vast forest into which labourers were sent from Belize to bring down its valuable woods for export thereform and when the wealth and intelligence of the Colony was collected therein, and when there were no villages save those of Caribs or Indians, nothing can be more prejudicial to the interests of the Colony now that Agriculture is making rapid strides both in the North and South, and that large investments are being made therein, now that important townships and settlements are being established at Corozal, Orange Walk and Indian Church int he North, and now too that wealthy and intelligent electors have been to a great extent superseded by uneducated Petty Traders, Journeymen, and labourers, than the almost exclusive possession of political power by the Capital. Impressed as the Community appears generally to be with the necessity of some change, I was not without hope that the present year might have witnessed considerable improvemens, but a powerful interest thrown into the adverse scale prevailed, and the rotten political system must yet endure for a while.” Reports desertion of 7 members from House, and rare attendance of remaining members, even when in Belize T /v Burdon 3 293 /R 98

4 Sep 1867 Lt Gov suggests abolition of prsent form of government; complains of continual absence of members of House; states ""the present Legislative arrangements are almost a burlesque."" /R 98

23 Sep 1867 Lt Gov to House. Reports monthly demands on Treasury of $9,278.05; not one cent available for Judicial expenditure, Gaol, Hospital, Postal Service or Northern Militia ... /Ass 1867 / 17 Oct 1867 House appoints select committee to address HM showing impoverished condition of Colony, praying relief from Military expenditure incurred in repelling late Indian Raid, etc. /Ass 1867

25 Sep 1867 Lt Gov recommends, in view of influx of foreigners, an altered constitution to administration by Gov and Council as in Jamaica. /R 98

See 25 May 1867 letter in New York Herald XXXII 168 p6 = 17 Jun 1867 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-127C36B2BA3467E8%402403135-127C36B3644A96A0%405-127C36B56EC46D68%40British%2BHonduras.%2BSpecial%2BCorrespondence%2Bin%2Bthe%2BHerald

Possibly see 3 Oct 1867 letter in Times-Picayune sn p2 = 16 Oct 1867 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-122634EF5F32E488%402403256-122487C88C271D50%401-124972C0B8BA8EF3%40Letter%2Bfrom%2BBelize%252C%2B%255BIllegible%255D"							
E 		0	0		18 Jun 1868	10 Jul 1868	Blockley embassy	"Mr J. I. Blockley, of British Honduras Co Ltd, visits Gov of Campeche to establish friendly terms with Yuc, on authorisation of Lt Gov of Hon"	Campeche	Gov of Campeche Pablo García	J. I. Blockley			R 102 [10 Jul 1868]	Burdon 3 307	"10 Jul 1868 Blockley reports Gov Garcia promised to communicate with Canul re. rents he demanded for lands within Colony; Canul = General of Ycaiche district; Rafael Chan = second in command; Gov García reports Mexico or Campeche charge Hon with having cause destruction of > 100,000 people and entire ruin of many once populous, thriving towns during past 20 years by having permitted rebel Indians either to purchase gunpowder and arms in Colony or exchange them for property which they robbed from Mexican subjects; Mexico or Campeche trust British Gov will deprive Chan Santa Cruz Indians of means of continuing war. /R 102

21 Jul 1868 Lt Gov reports Santa Cruz on friendly terms; Ycaiche Indians troublesome under Marcos Canul, demanding rents /R 98

28 Jul 1869 Minutes of Leg Ass of State of Yuc mentions Belize as ally of Indians, esp for trade of war-like stores and rifles for cattle, gold, silver and jewels robbed from Mexican villages by Indians /v Burdon 3 315 /R 101

4 May 1870 Gen-in-Chief of Campeche to Lt Gov. Complains of and names 60 merchants allied with Santa Cruz who are molesting Campeche /v Burdon 3 322 /R 106"							
E 		0	0		31 Jul 1868	31 Jul 1868	Sp Hon state visit	"State visit by José María Medina, President of Republic of Honduras, with British Consular Agents at Omoa and Truxillo, and American Chare d'Affaires at Comayagua"	Belize T	Pres of Sp Hon José María Medina			"British Honduras Colonist and Belize Advertiser II 54 p2 = 25 Jul 1868
British Honduras Colonist and Belize Advertiser II 55 p3 = 1 Aug 1868"	R 98 [31 Jul 1868]	Burdon 3 309	"Pres and retinue received at Belize T wharf with Guard of Honour and salute, per Regulation for [reception of] President of a Republic; lodged at Prussian Consulate; reception at Government House; review of Troops under Brig Gen Harley; visit merely one of courtesy. /R 98"							
E 		0	0		30 Aug 1868	30 Aug 1868	Mathe suicide	"Mr Antonio Mathe, Consul for Sp Hon at Belize T, commits suicide in consequence of monetary difficulties, possibly first high-profile suicide in Hon"	Belize T	Antonio Mathe			New York Herald XXXIII 303 p5 = 29 Oct 1868			"BELIZE, May 3, 1869. The estate of the late A. Mathe was sold at public auction on the 1st inst. for $30,000, but this is no criterion of the value of such property int his colony, as this estate was so complicated an encumbered with mortgages, no one but those who had secured interests to protect could purchase. The whole was bought by Messrs. Yound, Toledo & Co. and Messrs. Wm. Cudd & Co., the holders of the mortgages. /Times-Picayune XXXIII 92 p9 = 12 May 1869"							
E 		0	0		1 Jan 1869	2 Aug 1869	"Fruit trade, New Orleans blacklist"	"Fruit cultivation in Hon, and blacklisting of Belize T shipping at New Orleans, leading to losses"	xxx					Leg Co 1881 [10 Jun 1881]	Burdon 3 347	"Start date uncertain

See 2 Aug 1869 letter re Louisiana blacklist in Times-Picayune sn p8 = 20 Aug 1869 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-122623FA791BFEC0%402403930-1224C6BF30CDF908%407-123F8973223A65C4%40Letter%2BFrom%2BBelize / account in Times-Picayune sn p1 = 24 Aug 1869 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-122623FF82B59A80%402403934-1224C6BF4CA20240%400-123F89A4711D517B%40Quarantine%2BFollies

30 Sep 1879 Select Committee on Fruit Bonuses recommends government assist fruit cultivation /Leg Co 1879 / 13 Dec 1879 Agricultural Board formed /Bel G 1879

10 Jun 1881 Lt Gov reports bananas, plantains, etc being exported /Leg Co 1881

16 Sep 1879 Louisiana Board of Health. Dr. Albrecht offered the following preamble and resolution, which was adopted: Whereas, It has been ascertained that no yellow fever and no other contagious disease exists at Belize, Brit Hon, be it Resolved, That the quarantine restrictions on vessels coming fm that port be revoked, but under the same conditions and guarantees as those required fm the Bay Islands. /Times-Picayune XLIII 235 p2 = 17 Sep 1879 / See correspondence with English Consul in Times-Picayune sn p2 = 19 Sep 1879 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-12271E2F2266DE98%402407612-1225E56B36116A58%401-1249350002642A8A%40Board%2BOf%2BHealth.%2BRegular%2BMeeting--The%2BCase%2Bof%2Bthe%2BBlack%2BPrice--More%2Bfrom%2Bthe%2BBritish / in Times-Picayune sn p2 = 5 Dec 1879 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-12271F4ED64A4C80%402407689-1225E7E282B177E8%401-12E0AC49944BF028%40Board%2BOf%2BHealth.%2BThe%2BBritish%2BConsul%2Band%2Bthe%2BSteamship%2BWard--State%2Bof%2BHealth%2Bin%2Bthe"							
E 		0	0		2 Feb 1869		Assembly falls apart	Ill state of affairs in House of Assembly regarding war expenditure and apathy or absenteeism of members	Belize T					R 98 [26 Jul 1869]	Burdon 3 314	"7 Jul 1869 Assembly prorogued after session of protracted adjournments of > 5 months / 26 Jul 1869 Lt Gov complains of difficulty of raising quorum of 11 out of 21 members due to illness or absence from Belize T; states there would be decided opposition to amend Constitution to make Hon a Crown Col; Quores Gov Seymour ""The ruler of Brit Hon will find it of advantage to remember that the Colony formed itself without assistance from the Mother Country in a territory belonging to an alien power—that in its infancy it fought its own battles against the Spaniards—that the Baymen all by Public Meeting had a share in the Government, and for a long time elected their own Rulers and Magistrates—great powers of self-government consequently exist in the Community and abundant self-reliance."" /R 98

25 Mar 1870 House adjourns, being illegally constituted, there not being the number of elected members requried by law /v Burdon 3 319 /R 99

30 Mar 1870 AG to Lt Gov. Re House being illegally constituted on acct of 2 elective seats being vacant; Honduras Constitution Act xxx sec 2 = Leg Ass shall consist of 21 members, 18 elected, 3 appt by Lt Gov; advises House was not illegally constituted; notes New Zealand Government Act [15 and 16 Vic cap 72 Imperial] as likely model of Honduras Constitution Act xxx /v Burdon 3 319 /R 106 

Possibly see, BELIZE, Feb. 10, 1868. The Leg Assy was opened in person by R. J. Longden, our new Lt Gov. His speech was not lengthy and was favourably received. He asked the confidence of the members, and assured them he would do all he could to merit it. He brought n with his speech seven new bills, for which he asked a candid and impartial consideration, and agave encouragement for the future prospects of the colony. Perhaps no opening speech for the past eight years has been so well received or has given such general satisfaction. And on the whole the people of Brit Hon are encouraged and hope for better times. /New York Herald XXXIII 57 p9 = 26 Feb 1868

Possibly see 4 Jan 1869 letter re trade in New York Herald XXXIV 22 p8 = 22 Jan 1869 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-127E7AE59C4B7C08%402403720-127E7AE65E6B4AE0%407-127E7AE9F8588F80%40British%2BHonduras.%2BReview%2Bof%2Bthe%2BYear%2BBritish%2BPolicy%2Bthe%2BUnited%2BStates%2BMinister%2Bto%2BHonduras%2BSouthern%2BEmigrants%2BTrade / See 3 May 1869 letter in New York Herald XXXIV 137 p4 = 17 May 1869 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-127E7DDE5C399DD0%402403835-127E7DDED3F41010%403-127E7DE12CF54AE8%40British%2BHonduras.%2BIncrease%2Bof%2BSugar%2BProduct-an%2BOpening%2Bfor%2BOffice-Seekers-Annexation%2BFeeling / 31 May 1869 letter in Times-Picayune sn p3 = 10 Jun 1869 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1226237FF05F5CA0%402403859-1224C6BC6D7C1E88%402-123F90900F644516%40Letter%2BFrom%2BHonduras.%2BProspects%2Bof%2Bthe%2BSugar%2BCrop--Louisiana%2BPlanters-Political%2BGossip--The%2BLegislature--Emigrants"							
